"No.","Time","Source","Destination","Protocol","Length","Info"
"27","2.530380702","130.104.1.2","192.168.166.195","DNS","292","Standard query response 0x7e63 AAAA setup.icloud.com CNAME setup.fe2.apple-dns.net AAAA 2a01:b740:a41:280::2:1 AAAA 2a01:b740:a41:280::2:8 AAAA 2a01:b740:a41:280::2:7 AAAA 2a01:b740:a41:280::2:2 AAAA 2a01:b740:a41:280::2:9 AAAA 2a01:b740:a41:280::2:a OPT"
"28","2.532223057","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a01:b740:a41:280::2:1","TCP","94","45962  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=885549526 TSecr=0 WS=128"
"29","2.532842902","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"30","2.532843880","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","1326","[TCP Previous segment not captured] 443  >  34240 [PSH, ACK] Seq=2857 Ack=518 Win=64128 Len=1240 TSval=3090360012 TSecr=3212032092 [TCP segment of a reassembled PDU]"
"31","2.532845277","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","1514","[TCP Out-Of-Order] 443  >  34240 [PSH, ACK] Seq=1429 Ack=518 Win=64128 Len=1428 TSval=3090360012 TSecr=3212032092 [TCP segment of a reassembled PDU]"
"32","2.532874401","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TCP","86","34240  >  443 [ACK] Seq=518 Ack=1429 Win=63488 Len=0 TSval=3212032101 TSecr=3090360012"
"33","2.532897309","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TCP","98","[TCP Dup ACK 32#1] 34240  >  443 [ACK] Seq=518 Ack=1429 Win=63488 Len=0 TSval=3212032101 TSecr=3090360012 SLE=2857 SRE=4097"
"34","2.532908693","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TCP","86","34240  >  443 [ACK] Seq=518 Ack=4097 Win=60928 Len=0 TSval=3212032101 TSecr=3090360012"
"35","2.533562202","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.3","1275","Application Data, Application Data, Application Data"
"36","2.533575053","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TCP","86","34240  >  443 [ACK] Seq=518 Ack=5286 Win=59776 Len=0 TSval=3212032102 TSecr=3090360013"
"37","2.540821271","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TLSv1.3","166","Change Cipher Spec, Application Data"
"38","2.541199814","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TLSv1.3","184","Application Data"
"39","2.541521854","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TLSv1.3","517","Application Data"
"40","2.545350298","2a01:b740:a41:280::2:1","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","94","443  >  45962 [SYN, ACK] Seq=0 Ack=1 Win=64260 Len=0 MSS=1440 SACK_PERM=1 TSval=651827864 TSecr=885549526 WS=128"
"41","2.545399117","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a01:b740:a41:280::2:1","TCP","86","45962  >  443 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=885549540 TSecr=651827864"
"42","2.546570014","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a01:b740:a41:280::2:1","TLSv1.2","603","Client Hello"
"43","2.548212342","2a01:b740:a41:280::2:1","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","86","443  >  45962 [ACK] Seq=1 Ack=518 Win=1198080 Len=0 TSval=651827864 TSecr=885549541"
"44","2.549273726","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","86","443  >  34240 [ACK] Seq=5286 Ack=598 Win=64128 Len=0 TSval=3090360029 TSecr=3212032109"
"45","2.549274634","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.3","373","Application Data"
"46","2.549276101","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.3","373","Application Data"
"47","2.549277079","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","86","443  >  34240 [ACK] Seq=5860 Ack=696 Win=64128 Len=0 TSval=3090360029 TSecr=3212032109"
"48","2.549278476","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.3","147","Application Data"
"49","2.549279384","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.3","117","Application Data"
"50","2.549900766","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","86","443  >  34240 [ACK] Seq=5952 Ack=1127 Win=64128 Len=0 TSval=3090360029 TSecr=3212032110"
"51","2.550030462","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TCP","86","34240  >  443 [ACK] Seq=1127 Ack=5952 Win=64128 Len=0 TSval=3212032118 TSecr=3090360029"
"52","2.550226088","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TLSv1.3","117","Application Data"
"53","2.552023814","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.3","955","Application Data"
"54","2.552025211","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.3","1059","Application Data"
"55","2.552106297","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TCP","86","34240  >  443 [ACK] Seq=1158 Ack=7794 Win=64128 Len=0 TSval=3212032120 TSecr=3090360031"
"56","2.559136356","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","86","443  >  34240 [ACK] Seq=7794 Ack=1158 Win=64128 Len=0 TSval=3090360038 TSecr=3212032118"
"57","2.560069092","2a01:b740:a41:280::2:1","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.2","1326","[TCP Previous segment not captured] , Ignored Unknown Record"
"58","2.560070489","2a01:b740:a41:280::2:1","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","2942","[TCP Out-Of-Order] 443  >  45962 [PSH, ACK] Seq=1 Ack=518 Win=64128 Len=2856 TSval=651827878 TSecr=885549541"
"59","2.560098705","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a01:b740:a41:280::2:1","TCP","98","[TCP Dup ACK 41#1] 45962  >  443 [ACK] Seq=518 Ack=1 Win=64896 Len=0 TSval=885549554 TSecr=651827864 SLE=2857 SRE=4097"
"60","2.560132089","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a01:b740:a41:280::2:1","TCP","86","45962  >  443 [ACK] Seq=518 Ack=4097 Win=60800 Len=0 TSval=885549554 TSecr=651827878"
"61","2.562389164","2a01:b740:a41:280::2:1","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","1514","[TCP segment of a reassembled PDU]"
"62","2.562390142","2a01:b740:a41:280::2:1","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.2","507","[TCP Previous segment not captured] , Ignored Unknown Record"
"63","2.562391609","2a01:b740:a41:280::2:1","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","1514","[TCP Out-Of-Order] 443  >  45962 [PSH, ACK] Seq=5525 Ack=518 Win=64128 Len=1428 TSval=651827881 TSecr=885549541"
"64","2.562432117","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a01:b740:a41:280::2:1","TCP","86","45962  >  443 [ACK] Seq=518 Ack=5525 Win=63104 Len=0 TSval=885549557 TSecr=651827881"
"65","2.562466409","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a01:b740:a41:280::2:1","TCP","98","[TCP Dup ACK 64#1] 45962  >  443 [ACK] Seq=518 Ack=5525 Win=63104 Len=0 TSval=885549557 TSecr=651827881 SLE=6953 SRE=7374"
"66","2.562487013","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a01:b740:a41:280::2:1","TCP","86","45962  >  443 [ACK] Seq=518 Ack=7374 Win=61312 Len=0 TSval=885549557 TSecr=651827881"
"67","2.565780469","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a01:b740:a41:280::2:1","TLSv1.2","179","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"68","2.566085328","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a01:b740:a41:280::2:1","TLSv1.2","3561","Application Data"
"69","2.579424818","2a01:b740:a41:280::2:1","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","86","443  >  45962 [ACK] Seq=7374 Ack=611 Win=64128 Len=0 TSval=651827897 TSecr=885549560"
"70","2.579426285","2a01:b740:a41:280::2:1","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.2","360","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"71","2.579427193","2a01:b740:a41:280::2:1","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","86","443  >  45962 [ACK] Seq=7648 Ack=2039 Win=64128 Len=0 TSval=651827898 TSecr=885549560"
"72","2.579428589","2a01:b740:a41:280::2:1","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","86","443  >  45962 [ACK] Seq=7648 Ack=3467 Win=64128 Len=0 TSval=651827898 TSecr=885549560"
"73","2.579429916","2a01:b740:a41:280::2:1","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","86","443  >  45962 [ACK] Seq=7648 Ack=4086 Win=64128 Len=0 TSval=651827898 TSecr=885549560"
"74","2.598633946","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TCP","94","34250  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=3212032167 TSecr=0 WS=128"
"75","2.607301514","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","94","443  >  34250 [SYN, ACK] Seq=0 Ack=1 Win=64260 Len=0 MSS=1440 SACK_PERM=1 TSval=2363562447 TSecr=3212032167 WS=128"
"76","2.607383648","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TCP","86","34250  >  443 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=3212032176 TSecr=2363562447"
"77","2.609110624","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TLSv1.2","603","Client Hello"
"78","2.610707834","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","86","443  >  34250 [ACK] Seq=1 Ack=518 Win=1198080 Len=0 TSval=2363562447 TSecr=3212032177"
"79","2.618741379","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.2","1326","[TCP Previous segment not captured] , Ignored Unknown Record"
"80","2.618742357","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","2942","[TCP Out-Of-Order] 443  >  34250 [PSH, ACK] Seq=1 Ack=518 Win=64128 Len=2856 TSval=2363562458 TSecr=3212032177"
"81","2.618800255","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TCP","98","[TCP Dup ACK 76#1] 34250  >  443 [ACK] Seq=518 Ack=1 Win=64896 Len=0 TSval=3212032187 TSecr=2363562447 SLE=2857 SRE=4097"
"82","2.618850891","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TCP","86","34250  >  443 [ACK] Seq=518 Ack=4097 Win=60800 Len=0 TSval=3212032187 TSecr=2363562458"
"83","2.619457885","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.2","1275","Ignored Unknown Record"
"84","2.619473599","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TCP","86","34250  >  443 [ACK] Seq=518 Ack=5286 Win=63104 Len=0 TSval=3212032188 TSecr=2363562459"
"85","2.622326843","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a01:b740:a41:280::2:1","TCP","86","45962  >  443 [ACK] Seq=4086 Ack=7648 Win=64128 Len=0 TSval=885549617 TSecr=651827898"
"86","2.624085039","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TLSv1.2","166","Change Cipher Spec, Application Data"
"87","2.626319625","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TLSv1.2","184","Application Data"
"88","2.626821787","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TLSv1.2","515","Application Data"
"89","2.635605711","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","86","443  >  34250 [ACK] Seq=5286 Ack=598 Win=64128 Len=0 TSval=2363562474 TSecr=3212032192"
"90","2.635607177","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","86","443  >  34250 [ACK] Seq=5286 Ack=696 Win=64128 Len=0 TSval=2363562474 TSecr=3212032195"
"91","2.635608155","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.2","373","Application Data"
"92","2.635609622","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.2","373","Application Data"
"93","2.635610530","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","86","443  >  34250 [ACK] Seq=5860 Ack=1125 Win=64128 Len=0 TSval=2363562475 TSecr=3212032195"
"94","2.635611508","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.2","147","Application Data"
"95","2.635612974","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.2","117","Application Data"
"96","2.635760759","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TCP","86","34250  >  443 [ACK] Seq=1125 Ack=5952 Win=64128 Len=0 TSval=3212032204 TSecr=2363562474"
"97","2.635965815","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TLSv1.2","117","Application Data"
"98","2.636054444","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.2","335","Application Data"
"99","2.636423068","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TLSv1.2","121","Application Data"
"100","2.636517215","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.2","117","Application Data"
"101","2.644982940","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","86","443  >  34250 [ACK] Seq=6232 Ack=1156 Win=64128 Len=0 TSval=2363562484 TSecr=3212032204"
"102","2.644984337","2a02:26f0:9100:59a::1aca","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","86","443  >  34250 [ACK] Seq=6232 Ack=1191 Win=64128 Len=0 TSval=2363562484 TSecr=3212032205"
"103","2.682332478","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:9100:59a::1aca","TCP","86","34250  >  443 [ACK] Seq=1191 Ack=6232 Win=64128 Len=0 TSval=3212032251 TSecr=2363562476"
"104","2.765796971","192.168.166.195","130.104.1.2","DNS","85","Standard query 0x5d82 A www.icloud.com OPT"
"105","2.765985264","192.168.166.195","130.104.1.2","DNS","85","Standard query 0xd744 AAAA www.icloud.com OPT"
"106","2.790388871","2a01:b740:a41:280::2:1","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","1514","443  >  45962 [ACK] Seq=7648 Ack=4086 Win=64128 Len=1428 TSval=651828109 TSecr=885549617 [TCP segment of a reassembled PDU]"
"107","2.790389779","2a01:b740:a41:280::2:1","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","1152","[TCP Previous segment not captured] 443  >  45962 [PSH, ACK] Seq=11932 Ack=4086 Win=64128 Len=1066 TSval=651828109 TSecr=885549617 [TCP segment of a reassembled PDU]"
"108","2.790391246","2a01:b740:a41:280::2:1","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","1514","[TCP Out-Of-Order] 443  >  45962 [PSH, ACK] Seq=9076 Ack=4086 Win=64128 Len=1428 TSval=651828109 TSecr=885549617 [TCP segment of a reassembled PDU]"
"109","2.790392223","2a01:b740:a41:280::2:1","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","1514","[TCP Out-Of-Order] 443  >  45962 [ACK] Seq=10504 Ack=4086 Win=64128 Len=1428 TSval=651828109 TSecr=885549617"
"110","2.790432871","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a01:b740:a41:280::2:1","TCP","86","45962  >  443 [ACK] Seq=4086 Ack=9076 Win=63104 Len=0 TSval=885549785 TSecr=651828109"
"111","2.790471843","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a01:b740:a41:280::2:1","TCP","98","[TCP Dup ACK 110#1] 45962  >  443 [ACK] Seq=4086 Ack=9076 Win=63104 Len=0 TSval=885549785 TSecr=651828109 SLE=11932 SRE=12998"
"112","2.790483786","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a01:b740:a41:280::2:1","TCP","98","45962  >  443 [ACK] Seq=4086 Ack=10504 Win=61696 Len=0 TSval=885549785 TSecr=651828109 SLE=11932 SRE=12998"
"113","2.790493913","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a01:b740:a41:280::2:1","TCP","86","45962  >  443 [ACK] Seq=4086 Ack=12998 Win=59264 Len=0 TSval=885549785 TSecr=651828109"
"114","2.832944900","130.104.1.2","192.168.166.195","DNS","226","Standard query response 0x5d82 A www.icloud.com CNAME www-cdn.icloud.com.akadns.net CNAME www.icloud.com-v1.edgekey.net CNAME e4478.dscb.akamaiedge.net A 23.52.37.238 OPT"
"115","2.832944900","130.104.1.2","192.168.166.195","DNS","266","Standard query response 0xd744 AAAA www.icloud.com CNAME www-cdn.icloud.com.akadns.net CNAME www.icloud.com-v1.edgekey.net CNAME e4478.dscb.akamaiedge.net AAAA 2a02:26f0:de:58e::117e AAAA 2a02:26f0:de:59b::117e OPT"
"116","2.834327278","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:de:58e::117e","TCP","94","44910  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=2833805767 TSecr=0 WS=128"
"117","2.861998848","2a02:26f0:de:58e::117e","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","94","443  >  44910 [SYN, ACK] Seq=0 Ack=1 Win=64260 Len=0 MSS=1440 SACK_PERM=1 TSval=3321116403 TSecr=2833805767 WS=128"
"118","2.862098512","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:de:58e::117e","TCP","86","44910  >  443 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2833805794 TSecr=3321116403"
"119","2.862661507","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:de:58e::117e","TLSv1.3","603","Client Hello"
"120","2.864347067","2a02:26f0:de:58e::117e","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","86","443  >  44910 [ACK] Seq=1 Ack=518 Win=1198080 Len=0 TSval=3321116403 TSecr=2833805795"
"121","2.891331674","2a02:26f0:de:58e::117e","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"122","2.891333071","2a02:26f0:de:58e::117e","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","1326","[TCP Previous segment not captured] 443  >  44910 [PSH, ACK] Seq=2857 Ack=518 Win=64128 Len=1240 TSval=3321116432 TSecr=2833805795 [TCP segment of a reassembled PDU]"
"123","2.891334468","2a02:26f0:de:58e::117e","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","1514","[TCP Out-Of-Order] 443  >  44910 [PSH, ACK] Seq=1429 Ack=518 Win=64128 Len=1428 TSval=3321116432 TSecr=2833805795 [TCP segment of a reassembled PDU]"
"124","2.891402633","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:de:58e::117e","TCP","86","44910  >  443 [ACK] Seq=518 Ack=1429 Win=63488 Len=0 TSval=2833805824 TSecr=3321116432"
"125","2.891453827","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:de:58e::117e","TCP","98","[TCP Dup ACK 124#1] 44910  >  443 [ACK] Seq=518 Ack=1429 Win=63488 Len=0 TSval=2833805824 TSecr=3321116432 SLE=2857 SRE=4097"
"126","2.891470729","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:de:58e::117e","TCP","86","44910  >  443 [ACK] Seq=518 Ack=4097 Win=60928 Len=0 TSval=2833805824 TSecr=3321116432"
"127","2.892486786","2a02:26f0:de:58e::117e","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.3","1311","Application Data, Application Data, Application Data"
"128","2.892507460","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:de:58e::117e","TCP","86","44910  >  443 [ACK] Seq=518 Ack=5322 Win=63104 Len=0 TSval=2833805825 TSecr=3321116433"
"129","2.896628750","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:de:58e::117e","TLSv1.3","166","Change Cipher Spec, Application Data"
"130","2.896967273","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:de:58e::117e","TLSv1.3","184","Application Data"
"131","2.897359923","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","2a02:26f0:de:58e::117e","TLSv1.3","2833","Application Data"
"132","2.924990566","2a02:26f0:de:58e::117e","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TCP","86","443  >  44910 [ACK] Seq=5322 Ack=598 Win=64128 Len=0 TSval=3321116465 TSecr=2833805829"
"133","2.924992452","2a02:26f0:de:58e::117e","2001:6a8:3081:6f06:3a94:8b2c:c377:90c7","TLSv1.3","373","Application Data"
